english,category,first_page,occurrences,first_context,representative_source,confidence,zh_tw,status,scope,variants,evidence
Renaer Neverember,possible-proper-noun,4,25,data/0/entries/5/entries/0/rows/58/0,{@creature Renaer Neverember|WDH},0.95,瑞納爾·無燼,existing-site,contextual,瑞納爾·無燼,
Retchyn,possible-proper-noun,85,3,data/5/entries/12/entries/3/entries/5/entries/1,"If the characters demand the {@item Stone of Golorr|WDH}, Losser tells them the truth: he surrendered it to the kenku, two of which fled south with it. In {@area B8|1ea}, the characters see one {@creature kenku} standing over the bodies of Losser's murdered human apprentices, Retchyn and Kreela. This kenku is joined by {@creature Xanathar|WDH}'s {@creature gazer|VGM} (see {@adventure appendix B|WDH|12}). The kenku and the gazer try to hold off the characters for as long as possible, buying time for a second kenku to flee with the Stone of Golorr.",0.8,瑞欽,project-proposed,contextual,雷欽,
Rewards,possible-proper-noun,30,1,data/2/entries/20/entries/1/name,Rewards,0.95,獎勵,existing-site,contextual,獎勵,
Rigging,possible-proper-noun,133,2,data/8/entries/3/entries/6/entries/6/name,Rigging,0.95,索具,existing-site,contextual,索具,
Rishaal,possible-proper-noun,4,7,data/0/entries/5/entries/0/rows/59/0,Rishaal,0.8,瑞莎爾,project-proposed,contextual,,
Rishaal the Page-Turner,possible-proper-noun,33,2,data/3/entries/3/entries/6/entries/1,"The shop is managed by a short dragonborn of gold dragon ancestry named {@creature Rishaal the Page-Turner|wdh|Rishaal} the Page-Turner, who lives on the third floor. Rishaal, a member of the Watchful Order of Magists and Protectors, is a {@creature mage}, with these changes:",0.8,翻頁者瑞莎爾,project-correction,contextual,翻頁者Rishaal,Corrected matching WDH monster and fluff display names in this branch; lookup IDs preserved.
Rongquan,possible-proper-noun,4,9,data/0/entries/5/entries/0/rows/60/0,Rongquan Mystere,0.8,榮泉,project-proposed,contextual,榮權,
Rongquan Mystere,possible-proper-noun,4,3,data/0/entries/5/entries/0/rows/60/0,Rongquan Mystere,0.8,榮泉·密斯特爾,project-proposed,contextual,榮權·密斯特,
Roscoe,possible-proper-noun,30,4,data/2/entries/19/entries/1,"Roscoe Underbough, a {@creature Shard Shunner|WDH} in hybrid form, guards the cellar. He hides in the northwest storeroom, ready to jump out and scare away anyone who heads for the stairs. Not eager to commit murder, Roscoe allows retreating characters to flee back to the sewers. He is a {@creature wererat}, with these changes:",0.8,羅斯科,project-proposed,contextual,,
Roscoe Underbough,possible-proper-noun,30,1,data/2/entries/19/entries/1,"Roscoe Underbough, a {@creature Shard Shunner|WDH} in hybrid form, guards the cellar. He hides in the northwest storeroom, ready to jump out and scare away anyone who heads for the stairs. Not eager to commit murder, Roscoe allows retreating characters to flee back to the sewers. He is a {@creature wererat}, with these changes:",0.8,羅斯科·枝下,project-proposed,contextual,,
Rosznar,possible-proper-noun,4,14,data/0/entries/5/entries/0/rows/16/0,Esvele Rosznar,0.8,羅茲納爾,project-proposed,contextual,羅斯納;羅茲納,
Rowan Evenwood,possible-proper-noun,67,2,data/5/entries/5/entries/4/entries/2/entries/0,"Waiting at the edge of the neighborhood is the hirecoach that bore Agorn Fuoco through the blizzard to Mistshore. Two {@creature draft horse||draft horses} stamp their hooves impatiently in the snow. The driver, Rowan Evenwood (LG female Chondathan human {@creature commoner}), was paid extra to wait for Agorn to return. He left in a hurry, and she doesn't know how long she is expected to wait, but her patience has limits.",0.8,羅文·伊文伍德,project-proposed,contextual,,
Rylvar Tlabbath,possible-proper-noun,101,1,data/6/entries/7/entries/3/entries/1/entries/1,"If the party includes at least one Bregan D'aerthe member with renown of 4 or more in the faction, four male {@creature drow} are waiting for the party at the top of the staircase. Their names are Arannis Nur'zekk, Beldar Tlabbath, Rylvar Tlabbath, and Draknafein Uriss. Their orders are to help the characters complete their mission, whatever the cost. These drow also have secret orders to kill {@creature Nar'l Xibrindas|wdh}, if he's still alive, and retrieve Jarlaxle's bag of holding (see {@area X35|2c7}). If you're tracking experience points, each drow gets an equal share of the XP while a member of the adventuring party.",0.8,里爾瓦爾·特拉巴斯,project-proposed,contextual,,
Saer,possible-proper-noun,172,1,data/10/entries/4/entries/9/entries/0/entries/3,"If you're not certain whether someone is a noble, address the gentleman as ""Saer"" or the gentlewoman as ""Goodwoman."" Neither will give offense, and generally a noble will politely correct you as to their actual title.",0.8,閣下,project-proposed,contextual,,
Saerdoun,possible-proper-noun,48,1,data/4/entries/8/entries/3/entries/2,"Nim's errant {@creature nimblewright|wdh} is in Gralhund Villa on Saerdoun Street, in the North Ward. It isn't, however, the only nimblewright to be found outside the House of Inspired Hands. If the characters decide to search the Dock Ward, the nimblewright detector starts to whir when it comes within range of a couple of the ships in port.",0.8,塞爾敦,project-proposed,contextual,,
Saeth,possible-proper-noun,4,10,data/0/entries/5/entries/0/rows/61/0,{@creature Saeth Cromley|WDH},0.95,薩斯,existing-site-short-form,contextual,賽斯,
Saeth Cromley,possible-proper-noun,4,8,data/0/entries/5/entries/0/rows/61/0,{@creature Saeth Cromley|WDH},0.95,薩斯·克姆利,existing-site,contextual,薩斯·克姆利,
Salabar,possible-proper-noun,38,1,data/3/entries/4/entries/7/entries/3/entries/2/rows/1/1,"""Uza Solizeph is an old woman who sells books out of a narrow three-story building on Sorn Street in the Trades Ward. She claims to have trapped a monster in her shop and fears for the welfare of her books and her cat. The City Watch isn't likely to lend a hand, given Uza's propensity for tall tales, but the Harpers owe her a favor. You'll find her sobbing at Felzoun's Folly, a tavern on the corner of Sorn Street and Salabar Street. Make haste!""",0.8,薩拉巴爾,project-proposed,contextual,,
Salazar Lorrance,possible-proper-noun,68,1,data/5/entries/5/entries/4/entries/6/entries/2,"If the characters find themselves outmatched by the Zhents, help comes in two forms. Two Harper {@creature spy||spies} sent by {@creature Remallia Haventree|WDH} (see {@adventure appendix B|WDH|12}) appear on the scene. Their names are Salazar Lorrance (CG male Tethyrian human) and Mavia Oxlander (NG female Chondathan human). If the battle doesn't turn quickly in the party's favor, {@creature Grinda Garloth|WDH} (see {@area D2|15a}) appears and uses her magic to aid them.",0.8,薩拉札·洛蘭斯,project-proposed,contextual,,
Samara,possible-proper-noun,104,2,data/6/entries/7/entries/4/entries/7/entries/5/entries/0,"If the characters enter during a tournament, they see a {@creature minotaur} battling a scarred female halfling, {@creature Samara Strongbones|WDH} (see {@area X7|27e}). The halfling doesn't want to die in a pointless battle and screams for help. If the characters intervene, the arena spectators turn violent and attack them. If the characters let the fight play out, Noska escorts the victor back to {@area X7|27e} while {@creature Ahmaergo|WDH} goads characters into joining the tournament. If the characters aren't willing to enter the tournament, {@creature Ahmaergo|WDH} has them beaten {@condition unconscious} and locked up while {@creature Xanathar|WDH} watches silently.",0.95,薩馬拉,existing-site-short-form,contextual,,
Samara Strongbones,possible-proper-noun,104,2,data/6/entries/7/entries/4/entries/7/entries/5/entries/0,"If the characters enter during a tournament, they see a {@creature minotaur} battling a scarred female halfling, {@creature Samara Strongbones|WDH} (see {@area X7|27e}). The halfling doesn't want to die in a pointless battle and screams for help. If the characters intervene, the arena spectators turn violent and attack them. If the characters let the fight play out, Noska escorts the victor back to {@area X7|27e} while {@creature Ahmaergo|WDH} goads characters into joining the tournament. If the characters aren't willing to enter the tournament, {@creature Ahmaergo|WDH} has them beaten {@condition unconscious} and locked up while {@creature Xanathar|WDH} watches silently.",0.95,薩馬拉·強骨,existing-site,contextual,,
Sapphiria,possible-proper-noun,75,4,data/5/entries/9/entries/4/entries/1/name,Sapphiria's Booty,0.8,薩菲莉亞,project-proposed,contextual,,
Savara,possible-proper-noun,150,3,data/9/entries/3/entries/5/entries/9/entries/2,"The Kolat brothers once took on apprentices, who slept here. {@creature Manshoon|WDH} now allows his own apprentices—Ered Payno, Havi Termock, and Savara Firethorn—to do the same. All three can be found in {@area K15|3fc}.",0.8,薩瓦拉,project-proposed,contextual,,"Savara Firethorn is Manshoon's apprentice, distinct from Savra Belabranta."
Savara Firethorn,possible-proper-noun,150,2,data/9/entries/3/entries/5/entries/9/entries/2,"The Kolat brothers once took on apprentices, who slept here. {@creature Manshoon|WDH} now allows his own apprentices—Ered Payno, Havi Termock, and Savara Firethorn—to do the same. All three can be found in {@area K15|3fc}.",0.8,薩瓦拉·火棘,project-proposed,contextual,薩瓦拉·火刺,
Savra,possible-proper-noun,4,12,data/0/entries/5/entries/0/rows/62/0,Savra Belabranta,0.8,薩芙拉,project-proposed,contextual,薩夫拉,
Savra Belabranta,possible-proper-noun,4,4,data/0/entries/5/entries/0/rows/62/0,Savra Belabranta,0.8,薩芙拉·貝拉布蘭塔,project-proposed,contextual,,
Sea Maidens Faire,possible-proper-noun,6,28,data/1/entries/3/entries/6/entries/0,"{@creature Jarlaxle Baenre|WDH} is a drow swashbuckler and the secret lord of Luskan, the City of Sails. Jarlaxle plans to use the cache of dragons to buy his way into the Lords' Alliance, a confederation of cities and towns that band together against common threats. Jarlaxle also wants the {@item dragonstaff of Ahghairon|WDH} for leverage in his negotiations. In the magical guise of a human sea captain named Zardoz Zord, Jarlaxle runs a traveling carnival called the Sea Maidens Faire and lairs aboard a ship in Waterdeep's harbor that has a submarine (the {@i Scarlet Marpenoth}) underneath it, as described in chapter 7.",0.8,海之少女嘉年華,project-proposed,contextual,海之少女集市;海洋少女遊藝團;海之少女遊藝團;海上少女嘉年華;海洋少女嘉年華;海洋女神節;海之少女嘉年華會;海妖集市;海之少女博覽會;海洋少女集市;海洋少女節;海上少女集市;海之女集市;海之少女遊園會;海洋少女博覽會;海女集市;海之少女節;海之女展會;海之女郎節,
Sea Ward,possible-proper-noun,13,36,data/1/entries/9/entries/4/entries/1/entries/4/entries/0,"Once banished from Waterdeep for smuggling, slavery, and other crimes, this Tethyrian house has returned and is trying to overcome its dark past and disgraceful reputation by focusing on legitimate business ventures such as wine-making and gem trading. The family motto is ""We fly high and stoop swift."" Rosznar Villa is situated on Thunderstaff Way between Copper Street and Shield Street in the Sea Ward, west of the High Road.",0.8,海區,project-proposed,contextual,海城區;海洋區;海港區;海防區,
Seffia,possible-proper-noun,4,7,data/0/entries/5/entries/0/rows/63/0,Seffia Naelryke,0.8,瑟菲亞,project-proposed,contextual,塞菲亞,
Seffia Naelryke,possible-proper-noun,4,3,data/0/entries/5/entries/0/rows/63/0,Seffia Naelryke,0.8,瑟菲亞·奈爾瑞克,project-proposed,contextual,,
Seldarine,possible-proper-noun,176,2,data/10/entries/5/entries/5/entries/4/rows/1/1,Temple of the Seldarine,0.8,席爾德琳神系,project-proposed,contextual,賽爾達林,
Seven Masks,possible-proper-noun,63,4,data/5/entries/4/entries/5/entries/4/entries/2,"""Laeral"" tells the characters that Fenerus had a sentient magic item in his possession called the {@item Stone of Golorr|WDH}, which knows the location of a large cache of gold that was embezzled from the city by its previous Open Lord. She asks the characters to retrieve the stone, for the good of Waterdeep, and deliver it to her at the Seven Masks Theater in the Dock Ward. ""Laeral"" offers no reward other than the gratitude of Waterdeep's Open Lord.",0.8,七面具,project-proposed,contextual,,
Seven Masks Theater,possible-proper-noun,63,4,data/5/entries/4/entries/5/entries/4/entries/2,"""Laeral"" tells the characters that Fenerus had a sentient magic item in his possession called the {@item Stone of Golorr|WDH}, which knows the location of a large cache of gold that was embezzled from the city by its previous Open Lord. She asks the characters to retrieve the stone, for the good of Waterdeep, and deliver it to her at the Seven Masks Theater in the Dock Ward. ""Laeral"" offers no reward other than the gratitude of Waterdeep's Open Lord.",0.8,七面具劇院,project-proposed,contextual,七面紗劇院,
Shan,possible-proper-noun,79,3,data/5/entries/10/entries/6/entries/1/entries/1,"Amath and her followers assemble here for worship but sleep elsewhere. When the characters first arrive, all five have gathered in prayer on the upper floor of the tower ({@area O3|1ac}). Three black {@creature flying snake||flying snakes} nest in the rafters and join any battle here. During this ceremony, Amath and her acolytes hold candles and form a circle around a gagged and blindfolded broadsheet publisher named Shan Chien (N male Shou human {@creature commoner}). The imperious, middle-aged man is shackled to the floor, and Amath carries the key to the shackles. The shackles can be broken by a creature that uses an action to make a successful {@dc 20} Strength (Athletics) check. Picking the shackles' lock requires thieves' tools and a successful {@dc 15} Dexterity check.",0.8,單,project-proposed,contextual,,
