english,category,zh_tw,alternative_zh_tw,source,status,lock,notes
Bond of Fang and Scale,subclassFeature,牙鱗之聯,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Bonus Cantrip,subclassFeature,額外戲法,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Bonus Cantrips,subclassFeature,額外戲法,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Bonus Disciplines,subclassFeature,額外靈術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Bonus Proficiencies,subclassFeature,額外熟練,額外熟練項,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,approved,true,User approved the first listed candidate; may revise later.
Bonus Proficiency,subclassFeature,額外熟練,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Born to the Saddle,subclassFeature,生而爲騎,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Bottled Respite,subclassFeature,瓶中小憩,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Branches of the Tree,subclassFeature,靈樹枝杈,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Breadth of Knowledge,subclassFeature,廣博學識,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Breath of the Dragon,subclassFeature,龍之息,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Bulwark,subclassFeature,意志壁壘,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Bulwark of Force,subclassFeature,壁壘之力,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Call the Hunt,subclassFeature,狩獵呼喚,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Cartographer,subclassFeature,製圖師,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Cartographer Spells,subclassFeature,製圖師法術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Cauterizing Flames,subclassFeature,灼燒烈焰,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Cavalier,subclassFeature,騎兵,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Celestial Patron,subclassFeature,天界宗主,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Celestial Resilience,subclassFeature,天族韌性,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Celestial Spells,subclassFeature,天界法術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Chalice,subclassFeature,聖盃座,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Champion,subclassFeature,勇士,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Champion Challenge,subclassFeature,捍衛挑戰,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Channel Divinity,subclassFeature,引導神力,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Arcane Abjuration,subclassFeature,引導神力：奧祕阻絕,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Artisan's Blessing,subclassFeature,引導神力：工匠祝福,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Balm of Peace,subclassFeature,引導神力：和平撫慰,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Charm Animals and Plants,subclassFeature,引導神力：魅惑動植物,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Cloak of Shadows,subclassFeature,引導神力：陰影斗篷,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Consuming Fervor,subclassFeature,引導神力：引領熱忱,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Channel Divinity: Destructive Wrath,subclassFeature,引導神力：毀滅狂怒,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Feat of Strength,subclassFeature,引導神力：力量的壯舉,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Channel Divinity: Guided Strike,subclassFeature,引導神力：神導打擊,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Invoke Duplicity,subclassFeature,引導神力：召喚假體,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Knowledge of the Ages,subclassFeature,引導神力：歲月知識,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Order's Demand,subclassFeature,引導神力：秩序之令,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Path to the Grave,subclassFeature,引導神力：歸墓之途,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Preserve Life,subclassFeature,引導神力：維繫生命,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Radiance of the Dawn,subclassFeature,引導神力：黎明曙光,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Read Thoughts,subclassFeature,引導神力：閱讀思想,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Touch of Death,subclassFeature,引導神力:死亡之觸,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: Twilight Sanctuary,subclassFeature,引導神力：暮光聖域,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channel Divinity: War God's Blessing,subclassFeature,引導神力：戰神祝福,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Channeler,subclassFeature,通靈師,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Chemical Mastery,subclassFeature,化學專家,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Chilling Retribution,subclassFeature,寒心復仇,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Chronal Shift,subclassFeature,時間變幻,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Chronurgy Magic,subclassFeature,時間魔法,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Circle Forms,subclassFeature,結社型態,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Circle of Dreams,subclassFeature,夢境結社,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Circle of Mortality,subclassFeature,凡命循環,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Circle of Spores,subclassFeature,孢子結社,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Circle of Stars,subclassFeature,星辰結社,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Circle of the Land,subclassFeature,大地結社,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Circle of the Land Spells,subclassFeature,大地結社法術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Circle of the Moon,subclassFeature,月亮結社,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Circle of the Moon Spells,subclassFeature,月亮結社法術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Circle of the Sea,subclassFeature,海洋結社,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Circle of the Sea Spells,subclassFeature,海洋結社法術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Circle of the Shepherd,subclassFeature,牧人結社,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Circle of the Stars,subclassFeature,星辰結社,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Circle of Wildfire,subclassFeature,野火結社,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Circle Spells,subclassFeature,結社法術,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Clairvoyant Combatant,subclassFeature,銳眼鬥士,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Cloak of Shadows,subclassFeature,暗影斗篷,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Clockwork Cavalcade,subclassFeature,時械矩陣,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Clockwork Magic,subclassFeature,時械法術,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Clockwork Sorcery,subclassFeature,時械術法,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Clockwork Soul,subclassFeature,時械之魂,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Clockwork Spells,subclassFeature,時械法術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
College of Creation,subclassFeature,創造學院,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
College of Dance,subclassFeature,舞蹈學院,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
College of Eloquence,subclassFeature,雄辯學院,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
College of Glamour,subclassFeature,迷惑學院,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
College of Lore,subclassFeature,軼聞學院,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
College of Spirits,subclassFeature,靈魂學院,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
College of Swords,subclassFeature,劍舞學院,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
College of the Moon,subclassFeature,皓月學院,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
College of Valor,subclassFeature,勇氣學院,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
College of Whispers,subclassFeature,低語學院,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Colossus Slayer,subclassFeature,巨怪獵者,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Combat Inspiration,subclassFeature,戰鬥激勵,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Combat Superiority,subclassFeature,戰鬥卓越,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Combat Wild Shape,subclassFeature,戰鬥荒野形態,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Command Undead,subclassFeature,命令不死生物,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Conjuration Savant,subclassFeature,咒法學者,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Conquering Presence,subclassFeature,征服威壓,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Consult the Spirits,subclassFeature,問道精魂,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Consumptive Knife,subclassFeature,吸能之刃,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Control Undead,subclassFeature,控制亡靈,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Controlled Chaos,subclassFeature,控制混沌,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Controlled Surge,subclassFeature,掌控浪潮,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Convergent Future,subclassFeature,收束未來,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Corona of Light,subclassFeature,日冕光輝,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Cosmic Omen,subclassFeature,宇宙預兆,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Create Thrall,subclassFeature,創造奴僕,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Creative Crescendo,subclassFeature,高潮樂章,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Crown of Spellfire,subclassFeature,咒火冠冕,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Curving Shot,subclassFeature,曲射,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Cutting Words,subclassFeature,語出驚人,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Dampen Elements,subclassFeature,抑制元素,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Dampening Field,subclassFeature,減震場,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
